단축종목코드,운용사,ETF명,기초지수,상장일,과세,수익률,총보수,추적오차,괴리율,순자산총액(억),변동성,분류체계,복제방법
A260270,키움투자자산운용,KOSEF 저PBR가중,FnGuide 저BPR 가중 지수,2016-12-16,비과세,-5.35,0.4,1.86,0.07,118,매우낮음,주식-전략-가치,실물
A260200,키움투자자산운용,KOSEF 배당바이백Plus,WISE 배당바이백플러스 지수,2016-12-16,비과세,-2.36,0.4,3.18,0.05,117,낮음,주식-전략-전략테마,실물
A261070,미래에셋자산운용,TIGER 코스닥150바이오테크,코스닥 150 생명기술,2016-12-15,비과세,46.69,0.4,0.54,-0.34,85,매우낮음,주식-업종섹터-헬스케어,실물
A261060,미래에셋자산운용,TIGER 코스닥150IT,코스닥 150 정보기술,2016-12-15,비과세,-1.27,0.4,0.79,-0.27,105,매우낮음,주식-업종섹터-정보기술,실물
A256750,삼성자산운용,KODEX 심천ChiNext(합성),SZSE ChiNext Price Index,2016-11-08,배당소득세(보유기간과세),-23.41,0.47,0.16,0.79,50,보통,주식-시장대표,합성
A256450,한화자산운용,ARIRANG 심천차이넥스트(합성),SZSE ChiNext Price Index,2016-11-08,배당소득세(보유기간과세),-24.29,0.5,1.95,1.05,37,매우낮음,주식-시장대표,합성
A256440,한국투자신탁운용,KINDEX 인도네시아MSCI(합성),MSCI Indonesia Index,2016-11-01,배당소득세(보유기간과세),-13.93,0.7,0.14,0.01,222,매우낮음,주식-시장대표,합성
A252730,케이비자산운용,KBSTAR 모멘텀로우볼,FnGuide 모멘텀&로우볼 지수,2016-10-14,비과세,-2.31,0.35,2.24,0,474,매우낮음,주식-전략-성장,실물
A252720,케이비자산운용,KBSTAR 모멘텀밸류,FnGuide 모멘텀&밸류 지수,2016-10-14,비과세,-6.86,0.35,1.9,-0.03,428,매우낮음,주식-전략-성장,실물
A253990,미래에셋자산운용,TIGER 대만TAIEX선물(H),TAIEX 지수,2016-10-07,배당소득세(보유기간과세),8.3,0.3,15.48,0.23,102,매우낮음,주식-시장대표,실물
A253150,한화자산운용,ARIRANG 200선물레버리지,코스피 200 선물지수,2016-09-29,배당소득세(보유기간과세),-10.28,0.06,0.51,0.36,90,매우낮음,주식-시장대표,실물
A253290,케이비자산운용,KBSTAR 헬스케어채권혼합,FnGuide 헬스케어 채권혼합 지수,2016-09-23,배당소득세(보유기간과세),12.25,0.35,0.54,-0.01,88,매우낮음,혼합자산-주식+채권,실물
A253280,케이비자산운용,KBSTAR 헬스케어,FnGuide 헬스케어 지수,2016-09-23,비과세,37.26,0.45,0.7,0,128,매우낮음,주식-업종섹터-헬스케어,실물
A252670,삼성자산운용,KODEX 200선물인버스2X,코스피 200 선물지수,2016-09-22,배당소득세(보유기간과세),4.92,0.64,0.3,-0.38,"3,430",매우낮음,주식-시장대표,실물
A252710,미래에셋자산운용,TIGER 200선물인버스2X,코스피 200 선물지수,2016-09-22,배당소득세(보유기간과세),5.64,0.09,0.59,-0.19,"1,027",매우낮음,주식-시장대표,실물
A253160,한화자산운용,ARIRANG 200선물인버스2X,코스피 200 선물지수,2016-09-22,배당소득세(보유기간과세),5.52,0.06,0.3,0.03,41,매우낮음,주식-시장대표,실물
A253230,키움투자자산운용,KOSEF 200선물인버스2X,코스피 200 선물지수,2016-09-22,배당소득세(보유기간과세),4.98,0.46,0.6,0.07,113,매우낮음,주식-시장대표,실물
A252420,케이비자산운용,KBSTAR 200선물인버스2X,코스피 200 선물지수,2016-09-22,배당소득세(보유기간과세),5.31,0.6,0.6,-0.11,603,매우낮음,주식-시장대표,실물
A252000,미래에셋자산운용,TIGER 200동일가중,코스피 200 동일가중지수,2016-09-20,비과세,-3.08,0.25,2.13,-0.05,805,낮음,주식-시장대표,실물
A252650,삼성자산운용,KODEX 200동일가중,코스피 200 동일가중지수,2016-09-20,비과세,-3.53,0.25,2,0.07,187,매우낮음,주식-시장대표,실물
A252400,케이비자산운용,KBSTAR 200선물레버리지,코스피 200 선물지수,2016-09-12,배당소득세(보유기간과세),-11.04,0.6,0.44,-0.02,480,매우낮음,주식-시장대표,실물
A252410,케이비자산운용,KBSTAR 200선물인버스,코스피 200 선물지수,2016-09-12,배당소득세(보유기간과세),3.74,0.6,0.09,-0.02,68,매우낮음,주식-시장대표,실물
A253250,키움투자자산운용,KOSEF 200선물레버리지,코스피 200 선물지수,2016-09-12,배당소득세(보유기간과세),-10.85,0.46,0.59,0.01,284,매우낮음,주식-시장대표,실물
A253240,키움투자자산운용,KOSEF 200선물인버스,코스피 200 선물지수,2016-09-12,배당소득세(보유기간과세),3.93,0.46,0.14,0.09,82,매우낮음,주식-시장대표,실물
A251890,한국투자신탁운용,KINDEX 코스닥(합성),코스닥지수,2016-09-06,배당소득세(보유기간과세),22.8,0.3,0.1,0.03,70,매우낮음,주식-시장대표,합성
A251350,삼성자산운용,KODEX 선진국MSCI World,MSCI World,2016-08-17,배당소득세(해외주식투자전용ETF),12.09,0.36,4.73,0.37,"2,630",매우낮음,주식-시장대표,실물
A251590,한화자산운용,ARIRANG 고배당저변동50,FnGuide 고배당저변동50 지수,2016-08-11,비과세,-9,0.23,4.13,0.12,229,매우낮음,주식-전략-배당,실물
A251600,한화자산운용,ARIRANG 고배당주채권혼합,FnGuide 고배당 채권혼합 지수,2016-08-11,배당소득세(보유기간과세),-2.7,0.2,1.7,-0.01,147,매우낮음,혼합자산-주식+채권,실물
A250730,케이비자산운용,KBSTAR 차이나HSCEI(H),Hang Seng China H,2016-08-10,배당소득세(해외주식투자전용ETF),-0.57,0.4,1.48,-0.01,97,낮음,주식-시장대표,실물
A250780,미래에셋자산운용,TIGER 코스닥150선물인버스,F-코스닥150 지수,2016-08-10,배당소득세(보유기간과세),-30.67,0.32,0.7,-0.16,253,매우낮음,주식-시장대표,실물
A251340,삼성자산운용,KODEX 코스닥150선물인버스,F-코스닥150 지수,2016-08-10,배당소득세(보유기간과세),-31.09,0.64,0.57,-0.18,"2,973",매우낮음,주식-시장대표,실물
A245340,미래에셋자산운용,TIGER 미국다우존스30,Dow Jones Industrial Average,2016-07-01,배당소득세(해외주식투자전용ETF),19.33,0.35,0.47,0.39,234,매우낮음,주식-시장대표,실물
A245350,미래에셋자산운용,TIGER 유로스탁스배당30,Euro STOXX Select Dividend 30,2016-07-01,배당소득세(해외주식투자전용ETF),-6.06,0.35,2.63,0.6,124,매우낮음,주식-전략-배당,실물
A248260,미래에셋자산운용,TIGER 일본TOPIX헬스케어(합성),TOPIX-17 Pharmaceutical Index,2016-07-01,배당소득세(보유기간과세),16.82,0.4,1.18,-0.7,107,매우낮음,주식-업종섹터-헬스케어,합성
A245710,한국투자신탁운용,KINDEX 베트남VN30(합성),VN30 Index(PR),2016-07-01,배당소득세(보유기간과세),22.09,0.7,30.01,0.67,"1,705",매우낮음,주식-시장대표,합성
A248270,미래에셋자산운용,TIGER S&P글로벌헬스케어(합성),S&P Global 1200 Health Care Index,2016-07-01,배당소득세(보유기간과세),13.41,0.4,3.73,0.27,120,매우낮음,주식-업종섹터-헬스케어,합성
A247790,삼성자산운용,KODEX 성장투자,FnGuide 성장투자형 지수,2016-06-24,비과세,-0.42,0.45,2.21,-0.4,96,매우낮음,주식-전략-성장,실물
A247780,삼성자산운용,KODEX 가치투자,FnGuide 가치투자형 지수,2016-06-24,비과세,-5.63,0.45,2.38,-0.29,102,보통,주식-전략-가치,실물
A247800,삼성자산운용,KODEX 턴어라운드투자,FnGuide 턴어라운드투자형 지수,2016-06-24,비과세,4.14,0.45,1.8,-0.22,116,낮음,주식-전략-혼합/퀀트,실물
A245360,미래에셋자산운용,TIGER 차이나HSCEI,Hang Seng China H,2016-06-16,배당소득세(해외주식투자전용ETF),-0.61,0.35,1.28,0.51,787,매우낮음,주식-시장대표,실물
A244820,한화자산운용,ARIRANG 스마트베타4종결합,WISE 스마트베타 지수,2016-05-19,비과세,-7.87,0.35,2.08,0.08,55,매우낮음,주식-전략-혼합/퀀트,실물
A243880,미래에셋자산운용,TIGER 200IT레버리지,코스피 200 정보기술,2016-05-13,배당소득세(보유기간과세),1.51,0.69,3.23,-0.7,331,높음,주식-업종섹터-정보기술,실물
A243890,미래에셋자산운용,TIGER 200에너지화학레버리지,코스피 200 에너지/화학,2016-05-13,배당소득세(보유기간과세),-13.08,0.69,5.05,-0.55,176,매우높음,주식-업종섹터-에너지화학,실물
A244580,삼성자산운용,KODEX 바이오,FnGuide 바이오 지수,2016-05-13,비과세,46.94,0.45,0.28,-0.17,115,매우낮음,주식-업종섹터-업종테마,실물
A244620,삼성자산운용,KODEX 모멘텀Plus,FnGuide 모멘텀 Plus 지수,2016-05-13,비과세,18.18,0.3,1.41,-0.28,268,매우낮음,주식-전략-성장,실물
A244660,삼성자산운용,KODEX 퀄리티Plus,FnGuide 퀄리티 Plus 지수,2016-05-13,비과세,13.46,0.3,1.34,0.04,339,매우낮음,주식-전략-혼합/퀀트,실물
A244670,삼성자산운용,KODEX 밸류Plus,FnGuide 벨류 Plus 지수,2016-05-13,비과세,-3.47,0.3,1.78,0.2,197,낮음,주식-전략-가치,실물
A236350,미래에셋자산운용,TIGER 인도니프티50레버리지(합성),Nifty 50 Index,2016-05-13,배당소득세(보유기간과세),10.13,0.59,11.23,0.85,160,매우낮음,주식-시장대표,합성
A241390,케이비자산운용,KBSTAR V&S셀렉트밸류채권혼합,FnGuide 셀렉트벨류 채권혼합지수,2016-04-12,배당소득세(보유기간과세),-1.34,0.23,1.05,0.01,62,매우낮음,혼합자산-주식+채권,실물
A241180,미래에셋자산운용,TIGER 일본니케이225,Nikkei 225,2016-03-31,배당소득세(해외주식투자전용ETF),15.37,0.35,1.03,-0.05,136,매우낮음,주식-시장대표,실물
A239660,한화자산운용,ARIRANG 우량회사채50 1년,KOBI HALF CREDIT Index(총수익),2016-03-22,배당소득세(보유기간과세),1.9,0.14,0.05,0.01,458,매우낮음,채권-회사채,실물
A238720,한국투자신탁운용,KINDEX 일본Nikkei225(H),Nikkei 225,2016-03-03,배당소득세(해외주식투자전용ETF),18.01,0.3,1.41,-0.42,87,매우낮음,주식-시장대표,실물
A238670,한화자산운용,ARIRANG 스마트베타Quality채권혼합,WISE-KAP 스마트베타 Quality 채권혼합지수,2016-02-24,배당소득세(보유기간과세),-,0.2,0.88,0.01,61,매우낮음,혼합자산-주식+채권,실물
A234310,케이비자산운용,KBSTAR V&S셀렉트밸류,FnGuide 셀렉트 밸류 지수,2016-02-02,비과세,-6.2,0.3,2.93,-0.04,76,매우낮음,주식-전략-가치,실물
A237350,삼성자산운용,KODEX 코스피100,코스피 100,2016-01-27,비과세,-5.31,0.15,2.07,-0.44,124,매우낮음,주식-시장대표,실물
A237370,삼성자산운용,KODEX 배당성장채권혼합,배당성장채권혼합지수,2016-01-27,배당소득세(보유기간과세),-1.11,0.19,1.44,-0.28,192,매우낮음,혼합자산-주식+채권,실물
A237440,미래에셋자산운용,TIGER 경기방어채권혼합,경기방어소비재 채권혼합 지수,2016-01-27,배당소득세(보유기간과세),-1.26,0.2,0.9,0.08,157,매우낮음,혼합자산-주식+채권,실물
A236460,한화자산운용,ARIRANG 스마트베타 LowVOL,WISE 스마트베타 LowVOL 지수,2016-01-12,비과세,-11.52,0.35,2.63,-0.18,55,매우낮음,주식-전략-변동성,실물
A233740,삼성자산운용,KODEX 코스닥150 레버리지,코스닥 150,2015-12-17,배당소득세(보유기간과세),57.67,0.64,7.12,-0.24,"12,805",낮음,주식-시장대표,실물
A233160,미래에셋자산운용,TIGER 코스닥150 레버리지,코스닥 150,2015-12-17,배당소득세(보유기간과세),57.97,0.32,7.21,-0.04,"1,234",낮음,주식-시장대표,실물
A232590,한국투자신탁운용,KINDEX 골드선물 인버스2X(합성 H),S&P WCI Gold Excess Return Index,2015-12-03,배당소득세(보유기간과세),18.08,0.49,6.15,-0.23,80,매우낮음,원자재-금속-금,합성
A230480,키움투자자산운용,KOSEF 미국달러선물 인버스2X(합성),미국달러선물지수,2015-11-16,배당소득세(보유기간과세),-1.85,0.64,0.39,-0.12,283,낮음,통화-미국달러,합성
A232080,미래에셋자산운용,TIGER 코스닥150,코스닥 150,2015-11-12,비과세,32.46,0.19,0.92,-0.04,"5,356",매우낮음,주식-시장대표,실물
A229720,삼성자산운용,KODEX KTOP30,KTOP 30,2015-10-14,비과세,-0.73,0.25,1.58,-0.02,210,매우낮음,주식-시장대표,실물
A228820,미래에셋자산운용,TIGER KTOP30,KTOP 30,2015-10-14,비과세,-2.44,0.25,2.43,-0.33,67,매우낮음,주식-시장대표,실물
A228800,미래에셋자산운용,TIGER 여행레저,WISE 여행레저 지수,2015-10-07,비과세,6.19,0.5,1.11,-0.37,48,낮음,주식-업종섹터-업종테마,실물
A228810,미래에셋자산운용,TIGER 미디어컨텐츠,WISE 미디어컨텐츠 지수,2015-10-07,비과세,39.13,0.5,0.49,0.09,69,보통,주식-업종섹터-업종테마,실물
A228790,미래에셋자산운용,TIGER 화장품,WISE 화장품 지수,2015-10-07,비과세,6.06,0.5,0.79,-0.38,112,매우높음,주식-업종섹터-업종테마,실물
A229200,삼성자산운용,KODEX 코스닥 150,코스닥 150,2015-10-01,비과세,32.23,0.25,1.06,-0.16,"8,942",매우낮음,주식-시장대표,실물
A227830,한화자산운용,ARIRANG 코스피,코스피,2015-09-23,비과세,-3.56,0.2,2.13,-0.02,954,매우낮음,주식-시장대표,실물
A227560,미래에셋자산운용,TIGER 200 생활소비재,코스피 200 생활소비재,2015-09-23,비과세,-7.6,0.4,2.52,-0.45,94,보통,주식-업종섹터-생활소비재,실물
A227550,미래에셋자산운용,TIGER 200 산업재,코스피 200 산업재,2015-09-23,비과세,-16.08,0.4,1.83,-0.33,73,낮음,주식-업종섹터-산업재,실물
A227540,미래에셋자산운용,TIGER 200 헬스케어,코스피 200 헬스케어,2015-09-23,비과세,19.62,0.4,0.51,0.01,113,높음,주식-업종섹터-헬스케어,실물
A227570,미래에셋자산운용,TIGER 우량가치,FnGuide 퀄리티밸류 지수,2015-09-23,비과세,-3.49,0.4,2.31,-0.32,135,매우낮음,주식-전략-가치,실물
A226980,삼성자산운용,KODEX 200 중소형,코스피 200 중소형주지수,2015-09-01,비과세,-1.64,0.3,1.38,-0.22,"1,094",매우낮음,주식-규모-중형주,실물
A226810,교보악사자산운용,파워 단기채,KAP 단기채권 지수(총수익),2015-08-26,배당소득세(보유기간과세),1.55,0.12,0.06,0,274,매우낮음,채권-혼합-단기,실물
A226490,삼성자산운용,KODEX 코스피,코스피,2015-08-24,비과세,-3.28,0.3,2.04,-0.15,"3,549",매우낮음,주식-시장대표,실물
A226380,한국투자신탁운용,KINDEX 한류,FnGuide 한류스타 지수,2015-08-19,비과세,9.97,0.5,0.93,0.26,57,낮음,주식-전략-전략테마,실물
A225800,키움투자자산운용,KOSEF 미국달러선물 레버리지(합성),미국달러선물지수,2015-08-10,배당소득세(보유기간과세),-1.44,0.64,0.34,0.11,828,매우낮음,통화-미국달러,합성
A225030,미래에셋자산운용,TIGER 미국S&P500선물인버스(H),S&P 500 Futures Total Return Index,2015-07-29,배당소득세(보유기간과세),-15.04,0.59,0.44,-0.22,92,매우낮음,주식-시장대표,실물
A225060,미래에셋자산운용,TIGER 이머징마켓MSCI레버리지(합성 H),MSCI EM Index,2015-07-29,배당소득세(보유기간과세),-12.11,0.59,12.72,-1,116,낮음,주식-시장대표,합성
A225040,미래에셋자산운용,TIGER 미국S&P500레버리지(합성 H),S&P 500,2015-07-29,배당소득세(보유기간과세),31.03,0.59,2.01,-0.15,171,매우낮음,주식-시장대표,합성
A225050,미래에셋자산운용,TIGER 유로스탁스레버리지(합성 H),EURO STOXX 50 Index,2015-07-29,배당소득세(보유기간과세),-2.81,0.59,1.73,-0.12,83,매우낮음,주식-시장대표,합성
A225130,한국투자신탁운용,KINDEX 골드선물 레버리지(합성 H),S&P WCI Gold Excess Return Index,2015-07-28,배당소득세(보유기간과세),-20.04,0.49,6.2,-0.1,215,매우낮음,원자재-금속-금,합성
A222190,한화자산운용,ARIRANG 스마트베타 Momentum,WISE 스마트베타 MOMENTUM INDEX,2015-06-29,비과세,-6.58,0.35,1.61,0.05,45,매우낮음,주식-전략-성장,실물
A222180,한화자산운용,ARIRANG 스마트베타 Value,WISE 스마트베타 VALUE INDEX,2015-06-29,비과세,-10.24,0.35,2.36,-0.26,92,매우낮음,주식-전략-가치,실물
A222170,한화자산운용,ARIRANG S&P한국배당성장,S&P KOREA Dividend Opportunity Index,2015-06-29,비과세,-12.36,0.35,3.61,0.06,54,보통,주식-전략-배당,실물
A222200,한화자산운용,ARIRANG 스마트베타 Quality,WISE 스마트베타 QUALITY INDEX,2015-06-29,비과세,-2.91,0.35,1.75,0.05,57,매우낮음,주식-전략-혼합/퀀트,실물
A223190,삼성자산운용,KODEX 200가치저변동,코스피 200 가치저변동성,2015-06-26,비과세,-5.58,0.3,2.17,-0.19,651,매우낮음,주식-전략-가치,실물
A217780,미래에셋자산운용,TIGER 차이나CSI300인버스(합성),CSI 300 Index,2015-06-10,배당소득세(보유기간과세),11.84,0.59,1.49,-0.27,582,매우낮음,주식-시장대표,합성
A220130,신한비엔피파리바자산,SMART 중국본토 중소형 CSI500(합성 H),CSI 500 지수,2015-06-08,배당소득세(보유기간과세),-25.75,0.6,5.3,0.27,37,보통,주식-시장대표,합성
A219390,케이비자산운용,KBSTAR 미국S&P원유생산기업(합성 H),S&P Oil & Gas Exploration & Production Select Industry Index(PR),2015-06-02,배당소득세(보유기간과세),38.98,0.25,0.82,0.4,112,매우낮음,주식-업종섹터-에너지화학,합성
A219480,삼성자산운용,KODEX 미국S&P500선물(H),S&P 500 Futures Total Return Index,2015-05-29,배당소득세(보유기간과세),17.07,0.25,0.35,0.22,472,매우낮음,주식-시장대표,실물
A219900,한국투자신탁운용,KINDEX 중국본토CSI300레버리지(합성),CSI 300 Index,2015-05-28,배당소득세(보유기간과세),-27.97,0.5,0.75,2.02,167,매우낮음,주식-시장대표,합성
A217790,미래에셋자산운용,TIGER 가격조정,FnGuide Contrarian Index,2015-04-29,비과세,6.06,0.29,1.67,-0.02,204,낮음,주식-전략-성장,실물
A217770,미래에셋자산운용,TIGER 원유선물인버스(H),S&P GSCI Crude Oil Index ER,2015-04-29,배당소득세(보유기간과세),-34.63,0.7,0.85,-0.58,76,보통,원자재-에너지-원유,실물
A218420,삼성자산운용,KODEX 미국S&P에너지(합성),S&P Select Sector Energy Index,2015-04-28,배당소득세(보유기간과세),16.48,0.25,0.24,0.45,93,높음,주식-업종섹터-에너지화학,합성
A215620,흥국자산운용,흥국 S&P코리아로우볼,S&P Korea 저변동성 지수,2015-03-25,비과세,-11.07,0.4,2.58,-0.37,146,매우낮음,주식-전략-변동성,실물
A214980,삼성자산운용,KODEX 단기채권PLUS,KRW Cash PLUS 지수(총수익),2015-03-03,배당소득세(보유기간과세),0.28,0.15,1.32,0.01,"8,833",매우낮음,채권-혼합-단기,실물
A213630,한화자산운용,ARIRANG 미국다우존스고배당주(합성 H),Dow Jones U.S Select Dividend Index(시장가격지수),2015-01-26,배당소득세(보유기간과세),11.42,0.4,0.4,0.16,86,매우낮음,주식-전략-배당,합성
A213610,삼성자산운용,KODEX 삼성그룹밸류,WISE 삼성그룹 밸류 인덱스,2015-01-08,비과세,5.52,0.15,1.58,-0.34,347,낮음,주식-전략-기업그룹,실물
A211900,삼성자산운용,KODEX 배당성장,코스피 배당성장 50,2014-12-17,비과세,-7.2,0.15,2.33,-0.17,328,낮음,주식-전략-배당,실물
A211260,한국투자신탁운용,KINDEX 배당성장,코스피 배당성장 50,2014-12-17,비과세,-6.16,0.15,2.43,-0.03,63,매우낮음,주식-전략-배당,실물
A211560,미래에셋자산운용,TIGER 배당성장,코스피 배당성장 50,2014-12-17,비과세,-6.76,0.15,2.35,0.05,125,매우낮음,주식-전략-배당,실물
A211210,디비자산운용,마이티 코스피고배당,코스피 고배당 50,2014-12-12,비과세,-8.58,0.28,4.06,-0.47,191,매우낮음,주식-전략-배당,실물
A210780,미래에셋자산운용,TIGER 코스피고배당,코스피 고배당 50,2014-12-05,비과세,-8.43,0.29,4.12,-0.01,104,매우낮음,주식-전략-배당,실물
A208470,신한비엔피파리바자산,SMART 선진국MSCI World(합성 H),MSCI World,2014-11-24,배당소득세(보유기간과세),12.29,0.35,3.63,0.43,144,매우낮음,주식-시장대표,합성
A205720,한국투자신탁운용,KINDEX 일본TOPIX인버스(합성 H),TOPIX,2014-09-29,배당소득세(보유기간과세),-10.2,0.5,2.54,0.35,90,매우낮음,주식-시장대표,합성
A204450,삼성자산운용,KODEX China H 레버리지(H),Hang Seng China H,2014-09-12,배당소득세(보유기간과세),-6.53,0.64,5.32,0.38,451,매우낮음,주식-시장대표,실물
A204480,미래에셋자산운용,TIGER 차이나CSI300레버리지(합성),CSI 300 Index,2014-09-01,배당소득세(보유기간과세),-30.32,0.59,2.69,-0.34,"1,684",낮음,주식-시장대표,합성
A203780,미래에셋자산운용,TIGER 미국나스닥바이오,NASDAQ Biotechnology 지수(시장가격지수),2014-08-27,배당소득세(해외주식투자전용ETF),11.98,0.3,0.33,-0.5,108,매우높음,주식-업종섹터-헬스케어,실물
A204420,한화자산운용,ARIRANG 차이나H 레버리지(합성 H),Hang Seng China H,2014-08-25,배당소득세(보유기간과세),-9.2,0.8,0.91,0.45,80,높음,주식-시장대표,합성
A200250,키움투자자산운용,KOSEF 인도Nifty50(합성),Nifty 50 Index,2014-06-26,배당소득세(보유기간과세),5.53,0.49,6.32,-0.1,140,매우낮음,주식-시장대표,합성
A196030,한국투자신탁운용,KINDEX 일본TOPIX레버리지(H),TOPIX,2014-06-16,배당소득세(보유기간과세),15.31,0.5,4.57,-0.23,84,낮음,주식-시장대표,실물
A196220,케이비자산운용,KBSTAR 일본TOPIX레버리지(H),TOPIX,2014-06-16,배당소득세(보유기간과세),15.73,0.5,4.62,0.03,81,매우높음,주식-시장대표,실물
A200050,삼성자산운용,KODEX 독일MSCI(합성),MSCI Germany Index,2014-06-12,배당소득세(보유기간과세),-3.26,0.25,0.09,-0.24,42,매우낮음,주식-시장대표,합성
A200030,삼성자산운용,KODEX 미국S&P산업재(합성),S&P Select Sector Industrial Index,2014-06-12,배당소득세(보유기간과세),12.43,0.25,0.26,0.28,98,매우낮음,주식-업종섹터-산업재,합성
A200020,삼성자산운용,KODEX 미국S&P IT(합성),S&P Select Sector Technology Index,2014-06-12,배당소득세(보유기간과세),25.57,0.25,0.26,0.47,114,낮음,주식-업종섹터-정보기술,합성
A200040,삼성자산운용,KODEX 미국S&P금융(합성),S&P Select Sector Financials Index,2014-06-12,배당소득세(보유기간과세),12.32,0.25,0.22,0.26,60,매우낮음,주식-업종섹터-금융,합성
A196230,케이비자산운용,KBSTAR 단기통안채,KIS 통안채 5개월 지수(총수익),2014-05-19,배당소득세(보유기간과세),0.25,0.13,1.27,0.01,"3,341",매우낮음,채권-국공채-단기,실물
A195980,한화자산운용,ARIRANG 신흥국MSCI(합성 H),MSCI EM Index,2014-05-13,배당소득세(보유기간과세),-1.73,0.5,4.44,0.35,248,높음,주식-시장대표,합성
A195970,한화자산운용,ARIRANG 선진국MSCI(합성 H),MSCI EAFE Index,2014-05-13,배당소득세(보유기간과세),3.11,0.5,4.39,0.01,56,매우낮음,주식-시장대표,합성
A195930,미래에셋자산운용,TIGER 유로스탁스50(합성 H),EURO STOXX 50 Index,2014-04-30,배당소득세(보유기간과세),-0.04,0.25,0.68,-0.57,364,매우낮음,주식-시장대표,합성
A195920,미래에셋자산운용,TIGER 일본TOPIX(합성 H),TOPIX,2014-04-30,배당소득세(보유기간과세),6.76,0.25,1.02,-0.05,327,매우낮음,주식-시장대표,합성
A182490,미래에셋자산운용,TIGER 단기선진하이일드(합성 H),Markit iBoxx USD Liquid High Yield 0-5 year 지수,2014-03-24,배당소득세(보유기간과세),2.81,0.25,0.38,-0.4,432,매우낮음,채권-회사채-중기,합성
A192720,교보악사자산운용,파워 고배당저변동성,코스피 200 고배당지수,2014-02-20,비과세,-8.48,0.23,3.64,-0.35,173,매우낮음,주식-전략-배당,실물
A192090,미래에셋자산운용,TIGER 차이나CSI300,CSI 300 Index,2014-02-17,배당소득세(해외주식투자전용ETF),-11.98,0.63,1.68,0.76,"1,357",낮음,주식-시장대표,실물
A190620,한국투자신탁운용,KINDEX 단기통안채,KIS MSB 단기지수(총수익),2013-12-23,배당소득세(보유기간과세),0.22,0.07,1.25,0.01,"1,247",매우낮음,채권-국공채-단기,실물
A190160,한화자산운용,ARIRANG 단기유동성,KAP Money Market Index(총수익),2013-12-19,배당소득세(보유기간과세),1.55,0.1,0.07,0,384,매우낮음,채권-혼합-단기,실물
A190150,한화자산운용,ARIRANG 바벨 채권,KAP Barbell Index(총수익),2013-12-19,배당소득세(보유기간과세),1.44,0.14,0.08,-0.05,135,매우낮음,채권-국공채-중기,실물
A189400,한화자산운용,ARIRANG 글로벌MSCI(합성 H),MSCI ACWI Index,2013-12-10,배당소득세(보유기간과세),9.72,0.4,3.6,-0.2,68,보통,주식-시장대표,합성
A185680,삼성자산운용,KODEX 미국S&P바이오(합성),S&P Biotechnology Select Industry Index,2013-10-31,배당소득세(보유기간과세),24.31,0.25,1.32,0.26,71,매우높음,주식-업종섹터-헬스케어,합성
A183710,케이비자산운용,KBSTAR 주식혼합,주식국채혼합(주식형)지수,2013-10-17,배당소득세(보유기간과세),-2.84,0.25,1.31,0.07,136,매우낮음,혼합자산-주식+채권,실물
A183700,케이비자산운용,KBSTAR 채권혼합,주식국채혼합(채권형)지수,2013-10-17,배당소득세(보유기간과세),-0.2,0.2,0.58,-0.01,167,매우낮음,혼합자산-주식+채권,실물
A182480,미래에셋자산운용,TIGER 미국MSCI리츠(합성 H),MSCI US REIT Index,2013-10-10,배당소득세(보유기간과세),1.49,0.25,1.86,0.33,452,매우낮음,부동산-리츠,합성
A181480,한국투자신탁운용,KINDEX 미국다우존스리츠(합성 H),Dow Jones US Real Estate Index,2013-08-01,배당소득세(보유기간과세),6.12,0.3,0.32,0.39,72,매우낮음,부동산-리츠,합성
A174350,미래에셋자산운용,TIGER 로우볼,FnGuide Low Vol 지수,2013-06-20,비과세,-11.89,0.4,3.04,0.02,166,매우낮음,주식-전략-변동성,실물
A174360,케이비자산운용,KBSTAR 중국본토대형주CSI100,CSI 100,2013-06-04,배당소득세(해외주식투자전용ETF),-8.24,0.65,0.54,0.3,388,매우낮음,주식-시장대표,실물
A176950,삼성자산운용,KODEX 국채선물10년인버스,10년국채선물지수,2013-05-31,배당소득세(보유기간과세),0.88,0.25,0.07,0.04,"2,570",매우낮음,채권-국공채-장기,실물
A176710,교보악사자산운용,파워 중기국고채,KTB INDEX(시장가격),2013-05-22,배당소득세(보유기간과세),0.67,0.14,1.17,-0.04,61,매우낮음,채권-국공채-중기,실물
A169950,삼성자산운용,KODEX 중국본토 A50,FTSE China A50 Index,2013-01-21,배당소득세(해외주식투자전용ETF),-6.89,0.99,1.75,0.45,636,매우낮음,주식-시장대표,실물
A170350,미래에셋자산운용,TIGER 베타플러스,FnGuide 베타플러스 지수,2013-01-17,비과세,-4.02,0.4,2.55,-0.31,142,매우낮음,주식-전략-변동성,실물
A160580,미래에셋자산운용,TIGER 구리실물,S&P GSCI Cash Copper Index,2012-12-17,배당소득세(보유기간과세),-11.43,0.85,0.37,0.77,75,매우낮음,원자재-금속-구리,실물
A168580,한국투자신탁운용,KINDEX 중국본토CSI300,CSI 300 Index,2012-11-29,배당소득세(해외주식투자전용ETF),-11.85,0.7,2.04,0.62,"1,852",매우낮음,주식-시장대표,실물
A168300,하나UBS자산운용,KTOP 코스피50,코스피 50,2012-11-12,비과세,-4.45,0.3,1.83,0,206,낮음,주식-시장대표,실물
