번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
674,033920,무학,031101,알코올음료 제조업,"28,500,000","5,700,000,000",200,원(KRW),1588-2226,경상남도 창원시 마산회원구  봉암공단2길 6 ,2239
675,008420,문배철강,032401,1차 철강 제조업,"20,503,505","10,251,752,500",500,원(KRW),02-758-6640,서울특별시 동작구 동작대로 35 - ,2239
676,279600,미디어젠,105802,소프트웨어 개발 및 공급업,"2,970,983","1,485,491,500",500,원(KRW),02-6429-7100,"경기도 성남시 분당구 성남대로925번길 41, 4층(야탑동, 파인벤처빌딩) ",2239
677,028040,미래SCI,032309,기타 비금속 광물제품 제조업,"30,812,358","15,406,179,000",500,원(KRW),043-710-0112,충북 청원군 옥산면 남촌리 1108-3 ,2239
678,095500,미래나노텍,032202,플라스틱제품 제조업,"23,289,533","11,644,766,500",500,원(KRW),043-710-1100,충청북도 청원군  옥산면 과학산업1로 16 미래나노텍(주),2239
679,025560,미래산업,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","634,818,400","63,481,840,000",100,원(KRW),041-621-5070,충청남도 천안시 서북구 백석공단7로 65 (백석동),2239
680,218150,미래생명자원,031008,동물용 사료 및 조제식품 제조업,"18,671,428","1,867,142,800",100,원(KRW),02-2203-7397,"서울특별시 송파구 법원로9길 26 D동 506 ~ 512호(문정동, H business PARK)",2239
681,007120,미래아이앤지,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","103,587,319","51,793,659,500",500,원(KRW),02-3470-4400,서울특별시 강남구 도산대로 509 (청담동),2239
682,006800,미래에셋대우,116601,금융 지원 서비스업,"658,316,408","4,101,960,790,000","5,000",원(KRW),02-768-3355,서울특별시 중구 을지로5길 26 미래에셋 센터원빌딩 이스트타워,2239
683,265480,미래에셋대우스팩1호,116601,금융 지원 서비스업,"4,840,000","484,000,000",100,원(KRW),02-3774-7171,서울특별시 중구 을지로5길 26 미래에셋센터원빌딩 동관 &nbsp,2239
684,085620,미래에셋생명,116501,보험업,"177,016,189","885,080,945,000","5,000",원(KRW),02-1588-0220,서울특별시 영등포구 국제금융로 56 미래에셋대우빌딩 ,2239
685,239340,미래에셋제5호스팩,116601,금융 지원 서비스업,"4,800,000","480,000,000",100,원(KRW),02-3774-1736,"서울특별시 중구 을지로5길 26, 동관16층 (미래에셋센터원빌딩) &nbsp",2239
686,049950,미래컴퍼니,032902,특수 목적용 기계 제조업,"7,864,540","3,932,270,000",500,원(KRW),(031)350-9801,경기도 화성시  양감면 정문송산로 69-12 ,2239
687,213090,미래테크놀로지,105802,소프트웨어 개발 및 공급업,"6,120,788","3,060,394,000",500,원(KRW),070-8890-1537,서울특별시 구로구 디지털로26길 123 지플러스코오롱디지털타워 907호,2239
688,207760,미스터블루,106309,기타 정보 서비스업,"24,405,004","2,440,500,400",100,원(KRW),02-337-0610,"서울특별시 마포구 월드컵북로6길 18 (동교동, 미스터블루빌딩)",2239
689,225850,미애부,074604,생활용품 도매업,"3,082,333","1,541,166,500",500,원(KRW),1577-1401,"경기도 성남시 중원구 갈마치로 215, 금강펜테리움IT타워 에이동-808 (상대원동) ",2239
690,002840,미원상사,032004,기타 화학제품 제조업,"792,938","7,968,720,000","5,000",원(KRW),031-472-9120,경기도 안산시 단원구  원시로 49 (목내동) ,2239
691,268280,미원에스씨,032001,기초 화학물질 제조업,"5,205,195","2,602,597,500",500,원(KRW),063-260-1500,전라북도 완주군 봉동읍 완주산단1로 167 ,2239
692,107590,미원홀딩스,116409,기타 금융업,"2,331,774","1,315,887,000",500,원(KRW),031-479-9313,경기도 용인시 수지구 포은대로59번길 20 -,2239
693,134380,미원화학,032004,기타 화학제품 제조업,"2,185,180","2,389,992,000","1,000",원(KRW),031-479-9200,울산광역시 남구  장생포로 247 ,2239
694,003650,미창석유공업,031902,석유 정제품 제조업,"1,739,672","8,698,360,000","5,000",원(KRW),051-403-6441,부산광역시 영도구 해양로 241 미창석유 ,2239
695,059090,미코,032601,반도체 제조업,"31,316,603","15,658,301,500",500,원(KRW),031-670-5800,경기도 안성시 공단로 100 ,2239
696,214610,미코바이오메드,032701,의료용 기기 제조업,"11,463,008","5,731,504,000",500,원(KRW),02-2025-3019,"서울특별시 금천구 디지털로9길 47, 9층(가산동, 한신아이티타워2차) ",2239
697,201490,미투온,105802,소프트웨어 개발 및 공급업,"31,257,770","15,628,885,000",500,원(KRW),02-515-2864,"서울특별시 강남구 학동로31길 12 2층(논현동, 벤쳐캐슬빌딩) ",2239
698,214180,민앤지,106309,기타 정보 서비스업,"11,886,628","5,943,314,000",500,원(KRW),02-929-4463,서울특별시 강남구 테헤란로34길 6 태광타워 13층 ,2239
699,155900,바다로19호,147601,운송장비 임대업,"15,200,004","76,000,020,000","5,000",원(KRW),02-3210-3333,"제주특별자치도 제주시 연삼로 473 (이도이동,산업경제진흥원) ",2239
700,206640,바디텍메드,032103,의료용품 및 기타 의약 관련제품 제조업,"23,418,328","23,418,328,000","1,000",원(KRW),02-2004-4938,강원도 춘천시 동내면 거두단지1길 43 -,2239
701,018700,바른손,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","16,417,365","16,417,365,000","1,000",원(KRW),02  -596-4411,"경기도 성남시 분당구 판교로 253 201호(삼평동, 이노밸리A동) ",2239
702,035620,바른손이앤에이,105802,소프트웨어 개발 및 공급업,"70,367,278","35,183,639,000",500,원(KRW),070-7609-1404,서울특별시 강남구 봉은사로 509 수당빌딩 4층,2239
703,064520,바른전자,032601,반도체 제조업,"66,419,511","33,209,755,500",500,원(KRW),031-8020-6000,경기도 화성시  동탄면 경기동로 548 ,2239
704,029480,바른테크놀로지,032604,통신 및 방송 장비 제조업,"32,795,285","16,397,642,500",500,원(KRW),02  -3459-0620,"서울특별시 강남구 강남대로 262 18층(도곡동, 캠코양재타워) ",2239
705,053030,바이넥스,032102,의약품 제조업,"31,731,048","15,865,524,000",500,원(KRW),(051)261-6611,부산광역시 사하구 다대로 368-3 ,2239
706,084990,바이로메드,137001,자연과학 및 공학 연구개발업,"15,956,260","7,978,130,000",500,원(KRW),(02)873-8330,서울시 관악구 관악로 599번지 서울대학교 자연과학대학 기초과학연구동(203동) ,2239
707,064550,바이오니아,032103,의료용품 및 기타 의약 관련제품 제조업,"20,624,568","10,312,284,000",500,원(KRW),042-936-8500,대전광역시 대덕구  문평서로 8-11 (주)바이오니아 ,2239
708,222810,바이오닉스진,105802,소프트웨어 개발 및 공급업,"15,993,536","1,599,353,600",100,원(KRW),02-3497-8900,서울특별시 성동구 왕십리로 58 포휴 제10층 (성수동1가 656-3) ,2239
709,208710,바이오로그디바이스,032602,전자부품 제조업,"27,565,606","2,756,560,600",100,원(KRW),031-831-3696,경기도 화성시 동탄면 동탄기흥로 64-10 3층,2239
710,142760,바이오리더스,137001,자연과학 및 공학 연구개발업,"15,960,310","7,980,155,000",500,원(KRW),042-934-7671,"경기도 용인시 수지구 신수로 767 7층 (동천동, 분당수지유타워 지식산업센터) ",2239
711,065940,바이오빌,032001,기초 화학물질 제조업,"37,257,701","18,628,850,500",500,원(KRW),(055)385-1500,경상남도 양산시 두전길 94 ,2239
712,086820,바이오솔루션,032101,기초 의약물질 및 생물학적 제제 제조업,"7,847,126","3,923,563,000",500,원(KRW),02-3446-8884,서울특별시 노원구 공릉로 232. 서울테크노파크 519호 &nbsp,2239
713,038460,바이오스마트,032602,전자부품 제조업,"19,978,940","9,989,470,000",500,원(KRW),02-3218-9000,서울특별시 성동구 광나루로 172- ,2239
714,281310,바이오시네틱스,137001,자연과학 및 공학 연구개발업,"2,611,190","1,305,595,000",500,원(KRW),02-2113-1285,"서울특별시 금천구 가산디지털2로 184, 708호(가산동, 벽산디지털밸리 2차) ",2239
715,044480,바이오제네틱스,032201,고무제품 제조업,"10,954,777","5,477,388,500",500,원(KRW),02-2203-3835,충청북도 증평군  증평읍 광장로 473-3 (주)유니더스,2239
716,216400,바이오코아,137001,자연과학 및 공학 연구개발업,"6,891,676","3,445,838,000",500,원(KRW),02-2027-6200,서울특별시 금천구 디지털로9길 33 ,2239
717,086040,바이오톡스텍,137001,자연과학 및 공학 연구개발업,"14,564,623","7,282,311,500",500,원(KRW),043-210-7777,충청북도 청주시 청원구 오창읍 연구단지로 53 ,2239
718,199290,바이오프로테크,032701,의료용 기기 제조업,"3,205,690","1,602,845,000",500,원(KRW),033-735-7720,강원도 원주시 문막읍 동화공단로 151-3(동화첨단의료기기산업단지) ,2239
719,032980,바이온,074603,음·식료품 및 담배 도매업,"46,607,494","23,303,747,000",500,원(KRW),02-516-0720,충청북도 청원군  북이면 신대석성로 144 ,2239
720,222160,바이옵트로,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","5,530,184","2,765,092,000",500,원(KRW),031-8005-5155,경기도 용인시 기흥구 탑실로58번길 14 ,2239
721,043150,바텍,032701,의료용 기기 제조업,"14,854,256","7,427,128,000",500,원(KRW),031-679-2000,경기도 화성시  삼성1로2길 13(석우동) ,2239
722,003610,방림,031302,직물직조 및 직물제품 제조업,"4,231,409","21,157,045,000","5,000",원(KRW),02-2085-2114,서울특별시 마포구  월드컵북로 402 케이지아이티센터 18층,2239
723,267790,배럴,031401,봉제의복 제조업,"7,761,300","3,880,650,000",500,원(KRW),02-335-3176,"서울특별시 강남구 논현로 709, 4층(논현동, 로얄빌딩) ",2239
724,001340,백광산업,032001,기초 화학물질 제조업,"44,918,407","22,459,203,500",500,원(KRW),02-2681-0136,전라북도 군산시  임해로 494-16 ,2239
725,014580,백광소재,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","27,583,100","13,791,550,000",500,원(KRW),02-3661-8018,서울특별시 강서구  공항대로 467 (등촌동) ,2239
726,046310,백금T&A,032604,통신 및 방송 장비 제조업,"15,212,256","7,606,128,000",500,원(KRW),031-488-7900,"경기도 군포시 엘에스로 153-18(산본동) L&C타워 4,5,6층 ",2239
727,035150,백산,032202,플라스틱제품 제조업,"24,200,000","14,000,000,000",500,원(KRW),031-499-0044-9,경기도 시흥시 공단1대로27번길 47 ,2239
728,036620,버추얼텍,074607,기타 전문 도매업,"29,610,189","14,805,094,500",500,원(KRW),02  -333 -3012,서울특별시 서초구 사평대로 68 서울시 서초구 사평대로68 에스타워 4층 ,2239
729,002410,범양건영,064101,건물 건설업,"24,831,812","24,831,812,000","1,000",원(KRW),041-573-5631,"충청남도 천안시 서북구 검은들1길 7 4층(불당동,포인트프라자)",2239
730,177350,베셀,032902,특수 목적용 기계 제조업,"11,192,368","5,596,184,000",500,원(KRW),031-683-3953,경기도 수원시 권선구 산업로155번길 281 -,2239
731,096300,베트남개발1,116402,신탁업 및 집합투자업,"124,245,360","90,699,112,800",0,원(KRW),02-2180-0647,서울특별시 영등포구 은행로 3 여의도동,2239
732,007210,벽산,032309,기타 비금속 광물제품 제조업,"68,560,000","34,280,000,000",500,원(KRW),02-2260-6114,"서울특별시 중구  퇴계로 307 광희동 1가, 광희빌딩",2239
733,225530,보광산업,020702,기타 비금속광물 광업,"34,470,000","17,235,000,000",500,원(KRW),053-384-0881,대구광역시 북구 유통단지로3길 40 &nbsp,2239
734,250000,보라티알,074603,음·식료품 및 담배 도매업,"6,750,733","3,375,366,500",500,원(KRW),02-538-3373,"서울특별시 강남구 학동로 506, 4층 (삼성동, 보라빌딩) &nbsp",2239
735,002760,보락,032004,기타 화학제품 제조업,"59,900,000","11,980,000,000",200,원(KRW),031-352-6455,경기도 화성시  양감면 초록로 720-37 ,2239
736,014100,보령메디앙스,032004,기타 화학제품 제조업,"11,800,000","5,900,000,000",500,원(KRW),02  -708 -8365,서울특별시 종로구  창경궁로 136 보령빌딩 ,2239
737,003850,보령제약,032102,의약품 제조업,"44,200,000","22,100,000,000",500,원(KRW),02-708-8000,서울 종로구 원남동 보령빌딩 66-21,2239
738,006910,보성파워텍,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","45,854,719","22,927,359,500",500,원(KRW),031 -491 -0311,충청북도 충주시 주덕읍 대창길 70 -,2239
739,000890,보해양조,031101,알코올음료 제조업,"96,570,546","48,285,273,000",500,원(KRW),061-243-3141,전라남도 목포시  호남로68번길 36 보해양조(주),2239
740,226340,본느,032004,기타 화학제품 제조업,"29,097,696","2,909,769,600",100,원(KRW),02-3787-2429,서울특별시 송파구 송파대로22길 5-15 -,2239
742,003000,부광약품,032102,의약품 제조업,"48,870,283","24,435,141,500",500,원(KRW),02-828-8114,서울특별시 동작구  대방동1길 47 ,2239
743,001270,부국증권,116601,금융 지원 서비스업,"10,369,886","66,849,430,000","5,000",원(KRW),02-368-9200,서울 영등포구 여의도동 34-2,2239
744,026940,부국철강,032401,1차 철강 제조업,"20,000,000","10,000,000,000",500,원(KRW),062-954-3806,광주광역시 광산구 하남산단9번로 90 (안청동),2239
745,014470,부방,116409,기타 금융업,"47,293,490","23,646,745,000",500,원(KRW),02-2008-7272,서울특별시 강남구  삼성로 528 부방빌딩 ,2239
746,015350,부산도시가스,043502,연료용 가스 제조 및 배관공급업,"11,000,000","55,000,000,000","5,000",원(KRW),051-607-1178,부산광역시 수영구  황령대로 513 ,2239
747,011390,부산산업,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","1,056,000","5,280,000,000","5,000",원(KRW),051-315-8338,부산광역시 사상구 장인로 35 (감전동),2239
748,005030,부산주공,033003,자동차 신품 부품 제조업,"42,349,528","21,174,764,000",500,원(KRW),051-780-5980,부산광역시 기장군 장안읍 신소재산단1로 10 부산주공(주),2239
749,008470,부스타,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","8,404,800","4,202,400,000",500,원(KRW),043-536-9107,충청북도 진천군  이월면 고등2길 18 (주)부스타보일러 ,2239
750,100120,뷰웍스,032701,의료용 기기 제조업,"10,001,865","5,000,932,500",500,원(KRW),070-7011-6190,경기도 안양시 동안구 부림로 17041-3 ,2239
751,066980,브레인콘텐츠,106309,기타 정보 서비스업,"158,418,281","79,209,140,500",500,원(KRW),02-2017-7933,서울특별시 강남구 테헤란로 325 어반벤치빌딩 12층,2239
752,064480,브리지텍,105802,소프트웨어 개발 및 공급업,"11,952,500","6,176,250,000",500,원(KRW),02-3430-4114,"서울특별시 영등포구 국제금융로2길 32 여의도파이낸스타워 17,18층 ",2239
753,251630,브이원텍,032902,특수 목적용 기계 제조업,"7,516,090","3,758,045,000",500,원(KRW),031-607-5540,"경기도 성남시 분당구 대왕판교로 660, A-710 (삼평동, 유스페이스1) &nbsp",2239
754,033560,블루콤,032605,영상 및 음향기기 제조업,"18,088,047","9,600,000,000",500,원(KRW),032-810-0500,인천광역시 연수구  벤처로 116 (주)블루콤 ,2239
755,126340,비나텍,032602,전자부품 제조업,"3,642,732","1,821,366,000",500,원(KRW),063-715-3020,전라북도 전주시 덕진구 운암로 15 ,2239
756,121800,비덴트,032604,통신 및 방송 장비 제조업,"25,096,554","12,548,277,000",500,원(KRW),070-8668-6611,"서울특별시 금천구  가산디지털1로 84 (가산동, 에이스하이엔드 8차 12층)",2239
757,148140,비디아이,032901,일반 목적용 기계 제조업,"7,920,750","3,960,375,000",500,원(KRW),02-2082-8890,경기도 화성시 팔탄면 서해로 1155 &nbsp,2239
759,200780,비씨월드제약,032102,의약품 제조업,"8,008,318","1,601,663,600",200,원(KRW),031-881-6800,경기도 여주시 가남읍 여주남로 872-23 ,2239
760,141000,비아트론,032902,특수 목적용 기계 제조업,"12,114,710","6,057,355,000",500,원(KRW),070-4016-3200,경기도 수원시 권선구 산업로155번길 139 (고색동),2239
761,090460,비에이치,032602,전자부품 제조업,"31,309,776","15,654,888,000",500,원(KRW),032-510-2000,인천광역시 부평구  평천로199번길 25 ,2239
762,083650,비에이치아이,032901,일반 목적용 기계 제조업,"26,000,000","13,000,000,000",500,원(KRW),055-585-3800,경상남도 함안군  군북면 장백로 122 ,2239
763,215050,비엔디생활건강,032004,기타 화학제품 제조업,"2,121,666","212,166,600",100,원(KRW),02-552-8481,인천광역시 부평구 서달로298번길 73 -,2239
764,271780,비엔에프코퍼레이션,032402,1차 비철금속 제조업,"3,000,000","300,000,000",100,원(KRW),032-564-6612,인천광역시 서구 보듬로 176 ,2239
765,086670,비엠티,032901,일반 목적용 기계 제조업,"8,146,529","4,073,264,500",500,원(KRW),055-783-1000,경상남도 양산시  산막공단남11길 35 (주)BMT ,2239
766,138580,비즈니스온,105802,소프트웨어 개발 및 공급업,"9,544,940","4,772,470,000",500,원(KRW),02-559-0800,서울특별시 성동구 광나루로 172 3층 ,2239
767,082920,비츠로셀,032802,일차전지 및 축전지 제조업,"19,590,431","9,795,215,500",500,원(KRW),041-330-0236,충청남도 당진시 합덕읍 인더스파크로 70 - ,2239
768,054220,비츠로시스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","47,933,237","23,966,618,500",500,원(KRW),(02)460-2000,서울특별시 성동구  성덕정길 151 (주)비츠로시스 ,2239
769,042370,비츠로테크,116409,기타 금융업,"22,353,873","11,176,936,500",500,원(KRW),02  -4602-021,경기도 안산시 단원구  별망로 327 비츠로테크,2239
770,032850,비트컴퓨터,105802,소프트웨어 개발 및 공급업,"16,623,293","8,311,646,500",500,원(KRW),02  -3486-1234,서울특별시 서초구 서초대로74길 33 ,2239
771,148780,비플라이소프트,105802,소프트웨어 개발 및 공급업,"4,745,720","2,372,860,000",500,원(KRW),02-3487-0215,"서울특별시 광진구 강변역로 2, 6층(구의동, 광진우체국) ",2239
772,093190,빅솔론,032603,컴퓨터 및 주변장치 제조업,"19,238,905","9,619,452,500",500,원(KRW),031-218-5500,"경기도 성남시 분당구  판교역로241번길 20 삼평동, 미래에셋벤처타워 7층,8층",2239
773,065450,빅텍,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","24,500,000","4,900,000,000",200,원(KRW),(031)631-7301,경기도 이천시  마장면 덕이로 180-31 ,2239
774,210120,빅텐츠,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","1,895,000","947,500,000",500,원(KRW),02-786-2245,"서울특별시 강남구 도산대로 3178층(신사동,호림아트센터1빌딩) ",2239
775,005180,빙그레,031005,낙농제품 및 식용빙과류 제조업,"9,851,241","49,756,205,000","5,000",원(KRW),02-2022-6000,경기도 남양주시 미금로65번길 45 (도농동) (주)빙그레 ,2239
776,072950,빛샘전자,032602,전자부품 제조업,"6,000,000","3,000,000,000",500,원(KRW),031-288 -3420,경기도 용인시 기흥구  언동로 53-11 빛샘전자 (청덕동),2239
777,143240,사람인에이치알,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","11,634,263","5,817,131,500",500,원(KRW),02-2025-4733,서울특별시 구로구  디지털로34길 43 코오롱싸이언스밸리1차 201호,2239
778,003960,사조대림,031002,수산물 가공 및 저장 처리업,"5,960,575","29,802,875,000","5,000",원(KRW),02-3470-6000,서울특별시 서초구 남부순환로 2159 ,2239
779,008040,사조동아원,031006,"곡물가공품, 전분 및 전분제품 제조업","141,144,600","70,572,300,000",500,원(KRW),02-789-9524,서울특별시 서초구 방배천로2길 12 사조빌딩,2239
780,007160,사조산업,010301,어로 어업,"5,000,000","25,000,000,000","5,000",원(KRW),02-3277-1600,서울특별시 서대문구  통일로 107-39 사조산업빌딩 5층,2239
781,014710,사조씨푸드,031002,수산물 가공 및 저장 처리업,"17,218,543","17,218,543,000","1,000",원(KRW),02-721-6555,"서울특별시 서대문구 통일로 107-39 502(충정로2가, 사조빌딩)",2239
782,006090,사조오양,031002,수산물 가공 및 저장 처리업,"9,422,739","47,113,695,000","5,000",원(KRW),02-3470-6030,서울특별시 서초구 남부순환로 2159 (방배동),2239
783,079660,사조해표,031007,기타 식품 제조업,"7,160,000","35,800,000,000","5,000",원(KRW),02-2007-3112,"서울특별시 서초구 남부순환로 2159 (방배동,3층) ",2239
784,100090,삼강엠앤티,032401,1차 철강 제조업,"26,020,522","13,010,261,000",500,원(KRW),055-391-7020,경상남도 고성군 동해면 내산리 159-13 ,2239
785,005090,삼광글라스,032301,유리 및 유리제품 제조업,"4,854,418","24,272,090,000","5,000",원(KRW),02-489-8000,"서울특별시 서초구 양재대로 246 2층,3층 한국소비자원",2239
786,122350,삼기오토모티브,033003,자동차 신품 부품 제조업,"30,827,256","3,082,725,600",100,원(KRW),031-680-0826,경기도 평택시 포승읍 도곡리 1217 ,2239
787,014970,삼륭물산,031702,"골판지, 종이 상자 및 종이용기 제조업","15,125,000","7,562,500,000",500,원(KRW),032-321-0091,경기도 파주시 월롱면 통일로644번길 35 ,2239
788,018310,삼목에스폼,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","14,700,000","7,350,000,000",500,원(KRW),02  -561 -0941,경기도 안성시  미양면 안성맞춤대로 474-40 ,2239
789,053700,삼보모터스,033003,자동차 신품 부품 제조업,"14,249,335","7,124,667,500",500,원(KRW),053-582-9230,대구광역시 달서구  성서동로 142 ,2239
790,009620,삼보산업,032402,1차 비철금속 제조업,"4,125,000","2,062,500,000",500,원(KRW),055 -552-7130 -,경상남도 창원시 진해구  남의로21번길 36 ,2239
791,023600,삼보판지,031701,"펄프, 종이 및 판지 제조업","14,700,000","7,350,000,000",500,원(KRW),031-319-6523,경기도 시흥시 공단1대로28번길 120 (정왕동) ,2239
792,111870,삼본정밀전자,032605,영상 및 음향기기 제조업,"45,572,000","22,786,000,000",500,원(KRW),032-683-7300,경기도 부천시 오정구  삼작로107번길 52 ,2239
793,001470,삼부토건,064102,토목 건설업,"24,803,131","124,015,655,000","5,000",원(KRW),02-3706-2114,서울특별시 중구  퇴계로 63 삼부빌딩 ,2239
794,006400,삼성SDI,032802,일차전지 및 축전지 제조업,"68,764,530","356,712,130,000","5,000",원(KRW),031-8006-3100,경기도 용인시 기흥구  공세로 150-20 ,2239
795,006660,삼성공조,033003,자동차 신품 부품 제조업,"8,126,314","4,063,157,000",500,원(KRW),055-280-2733,경상남도 창원시 성산구  연덕로 176 삼성공조(주),2239
796,028260,삼성물산,074607,기타 전문 도매업,"189,690,043","19,131,748,300",100,원(KRW),02-2145-5114,서울특별시 송파구 올림픽로35길 123 -,2239
797,207940,삼성바이오로직스,032101,기초 의약물질 및 생물학적 제제 제조업,"66,165,000","165,412,500,000","2,500",원(KRW),032-455-3114,인천광역시 연수구 송도바이오대로 300 ,2239
798,032830,삼성생명,116501,보험업,"200,000,000","100,000,000,000",500,원(KRW),02-751-8157,서울특별시 서초구 서초대로74길 11 (서초동) 삼성생명보험 주식회사,2239
799,291230,삼성스팩2호,116601,금융 지원 서비스업,"7,550,000","755,000,000",100,원(KRW),02-2020-7562,서울특별시 서초구 서초대로74길 11 ,2239
800,018260,삼성에스디에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","77,377,800","38,688,900,000",500,원(KRW),02-6155-3114,서울특별시 송파구 올림픽로35길 125(신천동) ,2239
801,028050,삼성엔지니어링,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","196,000,000","980,000,000,000","5,000",원(KRW),02-2053-3000,서울특별시 강동구 상일동 500 삼성 GEC ,2239
802,009150,삼성전기,032602,전자부품 제조업,"74,693,696","388,003,400,000","5,000",원(KRW),031-210-5114,경기도 수원시 영통구  매영로 150 ,2239
803,005930,삼성전자,032604,통신 및 방송 장비 제조업,"6,419,324,700","897,513,820,000",100,원(KRW),031-200-1114,경기도 수원시 영통구  삼성로 129 (매탄동) ,2239
804,001360,삼성제약,032102,의약품 제조업,"58,235,047","29,117,523,500",500,원(KRW),031-353-6681,경기도 화성시 향남읍 제약공단2길 35 삼성제약(주),2239
805,010140,삼성중공업,033101,선박 및 보트 건조업,"630,000,000","3,150,574,225,000","5,000",원(KRW),031-5171-7000,경기도 성남시 분당구 판교로227번길 23 삼성중공업 판교R&D센터,2239
806,016360,삼성증권,116601,금융 지원 서비스업,"89,300,000","458,478,080,000","5,000",원(KRW),02-2020-8000,서울특별시 서초구 서초대로74길 11 (서초동),2239
807,068290,삼성출판사,105801,"서적, 잡지 및 기타 인쇄물 출판업","10,000,000","5,000,000,000",500,원(KRW),02-3470-6800,서울특별시 서초구  명달로 94 (주)삼성출판사,2239
808,029780,삼성카드,116409,기타 금융업,"115,858,891","614,794,455,000","5,000",원(KRW),02-1588-8700,서울특별시 중구  세종대로 67 ,2239
809,000810,삼성화재해상보험,116501,보험업,"47,374,837","26,473,418,500",500,원(KRW),02-1588-5114,서울특별시 서초구 서초대로74길 14 (서초동),2239
810,006110,삼아알미늄,032402,1차 비철금속 제조업,"11,000,000","5,500,000,000",500,원(KRW),031-467-6800,경기도 평택시 포승읍 평택항로 92 삼아알미늄 주식회사,2239
811,009300,삼아제약,032102,의약품 제조업,"6,370,000","6,370,000,000","1,000",원(KRW),02-2056-7200,강원도 원주시 문막읍 동화공단로 49 ,2239
812,145990,삼양사,031007,기타 식품 제조업,"10,289,803","53,299,365,000","5,000",원(KRW),02-740-7114,서울특별시 종로구 종로33길 31 삼양사,2239
813,003230,삼양식품,031007,기타 식품 제조업,"7,533,015","37,665,075,000","5,000",원(KRW),02-940-3000,서울특별시 성북구  오패산로3길 104 ,2239
814,225190,삼양옵틱스,032703,사진장비 및 광학기기 제조업,"10,038,600","5,019,300,000",500,원(KRW),055-250-5600,경상남도 창원시 마산회원구 자유무역6길 123 ,2239
815,002170,삼양통상,031501,"가죽, 가방 및 유사제품 제조업","3,000,000","15,000,000,000","5,000",원(KRW),02-3453-3961,서울특별시 강남구 테헤란로 301(역삼동) 삼정개발빌딩 6층 ,2239
816,272550,삼양패키징,032202,플라스틱제품 제조업,"14,209,804","71,049,020,000","5,000",원(KRW),02-740-7827,서울특별시 종로구 종로33길 31 ,2239
817,000070,삼양홀딩스,116409,기타 금융업,"8,564,271","44,341,645,000","5,000",원(KRW),02-740-7114,서울특별시 종로구 종로33길 31 ,2239
818,002810,삼영무역,074607,기타 전문 도매업,"16,466,623","8,233,311,500",500,원(KRW),02-320-4114,서울특별시 마포구  양화로 111 ,2239
819,054540,삼영엠텍,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","13,000,000","6,772,413,500",500,원(KRW),(055)589-7000,경상남도 함안군 칠서면 삼칠로 631-35 ,2239
820,065570,삼영이엔씨,032604,통신 및 방송 장비 제조업,"8,800,000","4,400,000,000",500,원(KRW),(051)601-6666,부산광역시 영도구  상리로 69 ,2239
821,005680,삼영전자공업,032602,전자부품 제조업,"20,000,000","10,000,000,000",500,원(KRW),031-743-6701,경기도 성남시 중원구  사기막골로 47 (상대원동) ,2239
822,003720,삼영화학공업,032202,플라스틱제품 제조업,"34,000,000","17,000,000,000",500,원(KRW),02-757-2291-3,"서울특별시 종로구 청계천로 35 13층(서린동, 관정빌딩)",2239
823,082660,삼우엠스,032604,통신 및 방송 장비 제조업,"42,097,104","21,048,552,000",500,원(KRW),053-605-8500,대구광역시 달서구 성서공단북로 77-20 크루셜엠스(주),2239
824,023000,삼원강재,033003,자동차 신품 부품 제조업,"40,000,000","20,000,000,000",500,원(KRW),054-278-1983-8,경상북도 포항시 남구  대송면 철강산단로66번길 40 ,2239
825,073640,삼원테크,032509,기타 금속 가공제품 제조업,"50,941,148","5,094,114,800",100,원(KRW),055-213-7000,경남 창원시 성주동 30-5번지 ,2239
826,004380,삼익THK,032901,일반 목적용 기계 제조업,"21,000,000","10,500,000,000",500,원(KRW),053-665-7000,대구광역시 달서구  성서동로 163 ,2239
827,002450,삼익악기,033302,악기 제조업,"90,530,915","45,265,457,500",500,원(KRW),043-1688-3151,충청북도 음성군  소이면 소이로 313 ,2239
828,032280,삼일,084903,도로 화물 운송업,"16,213,590","16,213,590,000","1,000",원(KRW),054 -289 -1061,경상북도 포항시 남구 대송면 송덕로 125-15(옥명리) ,2239
