"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-09",100.8081,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-10",100.8107,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-11",100.8099,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-12",100.7978,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-01",100.7807,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-02",100.792,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-03",100.8351,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-04",100.8923,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-05",100.9473,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-06",100.9943,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-07",101.024,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-08",101.0382,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-09",101.0358,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-10",101.0054,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-11",100.9514,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-12",100.8703,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-01",100.769,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-02",100.6602,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-03",100.5531,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-04",100.4505,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-05",100.3426,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-06",100.2239,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-07",100.065,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-08",99.87835,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-09",99.6955,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-10",99.54619,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-11",99.42212,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-12",99.31093,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-01",99.21778,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-02",99.15582,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-03",99.13548,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-04",99.14045,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-05",99.15594,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-06",99.16966,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-07",99.19244,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-08",99.23886,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-09",99.32157,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-10",99.44127,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-11",99.58005,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-12",99.71565,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-01",99.82322,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-02",99.89455,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-03",99.93531,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-04",99.95955,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-05",99.98738,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-06",100.0273,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-07",100.0763,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-08",100.1516,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-09",100.2462,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-10",100.3467,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-11",100.4389,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-12",100.5237,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-01",100.6123,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-02",100.6996,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-03",100.7562,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-04",100.772,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-05",100.7565,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-06",100.7185,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-07",100.6581,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-08",100.5725,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-09",100.4436,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-10",100.2696,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-11",100.0741,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-12",99.88535,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-01",99.72318,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-02",99.59351,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-03",99.48909,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-04",99.38284,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-05",99.27053,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-06",99.16193,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-07",99.06361,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-08",98.9832,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-09",98.94732,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-10",98.9456,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-11",98.95014,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-12",98.93464,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-01",98.86845,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-02",98.74162,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-03",96.90202,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-04",92.13588,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-05",93.53693,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-06",95.46442,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-07",97.03056,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-08",97.7035,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-09",97.94309,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-10",98.25179,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-11",98.5983,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-12",98.96698,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-01",99.2966,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-02",99.63201,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-03",99.92563,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-04",100.152,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-05",100.2345,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-06",100.3141,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-07",100.2561,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-08",100.1829,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-09",100.1052,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-10",100.0263,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-11",99.94479,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-12",99.90878,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-01",99.64006,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-02",99.50992,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-03",99.38476,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-04",99.2707,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-05",99.17188,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-06",99.0908,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-07",99.02975,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-08",98.98817,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-09",98.9648,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-10",98.95996,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-11",98.97678,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-12",99.01682,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-01",99.08045,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-02",99.16599,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-03",99.26793,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-04",99.37821,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-05",99.49128,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-06",99.6095,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-07",99.73691,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-08",99.87672,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-09",100.0301,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-10",100.197,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-11",100.3763,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-12",100.566,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-01",100.7679,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-02",100.9842,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-03",101.2149,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-04",101.4593,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-05",101.7122,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-06",101.9569,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-07",102.1759,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-08",102.3501,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-09",102.4591,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-10",102.4839,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-11",102.4081,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-12",102.2275,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-01",101.9463,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-02",101.5808,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-03",101.1532,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-04",100.6938,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-05",100.2278,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-06",99.78635,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-07",99.40176,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-08",99.0983,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-09",98.89433,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-10",98.79857,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-11",98.8173,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-12",98.95024,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-01",99.19108,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-02",99.52906,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-03",99.94923,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-04",100.4341,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-05",100.9599,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-06",101.5036,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-07",102.0465,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-08",102.5717,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-09",103.0654,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-10",103.5162,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-11",103.9138,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-12",104.2509,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-01",104.524,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-02",104.7319,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-03",104.8778,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-04",104.967,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-05",105.0028,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-06",104.9928,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-07",104.9418,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-08",104.852,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-09",104.724,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-10",104.5597,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-11",104.3594,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-12",104.1238,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-01",103.8545,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-02",103.556,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-03",103.2326,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-04",102.8893,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-05",102.5269,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-06",102.1516,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-07",101.7698,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-08",101.3891,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-09",101.0177,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-10",100.6628,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-11",100.3276,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-12",100.0152,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-01",99.72736,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-02",99.46288,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-03",99.22055,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-04",99.00109,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-05",98.80365,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-06",98.6273,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-07",98.46999,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-08",98.33022,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-09",98.20512,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-10",98.09097,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-11",97.98488,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-12",97.88412,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-01",97.78712,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-02",97.69271,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-03",97.60339,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-04",97.52206,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-05",97.45099,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-06",97.39465,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-07",97.36097,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-08",97.3601,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-09",97.39339,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-10",97.46657,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-11",97.57771,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-12",97.72188,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-01",97.90247,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-02",98.1189,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-03",98.36846,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-04",98.64664,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-05",98.9417,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-06",99.23866,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-07",99.52801,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-08",99.79803,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-09",100.0372,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-10",100.2436,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-11",100.4141,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-12",100.5441,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-01",100.6372,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-02",100.6918,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-03",100.7134,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-04",100.7099,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-05",100.687,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-06",100.6467,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-07",100.5917,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-08",100.5236,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-09",100.4435,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-10",100.3503,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-11",100.2406,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-12",100.1138,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-01",99.96983,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-02",99.80844,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-03",99.63091,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-04",99.43559,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-05",99.2211,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-06",98.99096,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-07",98.7499,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-08",98.50619,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-09",98.27354,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-10",98.06845,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-11",97.90807,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-12",97.80846,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-01",97.78009,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-02",97.82722,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-03",97.94685,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-04",98.13124,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-05",98.37021,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-06",98.65306,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-07",98.96858,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-08",99.30489,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-09",99.65092,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-10",99.99668,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-11",100.3325,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-12",100.6493,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-01",100.94,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-02",101.1975,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-03",101.4172,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-04",101.5948,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-05",101.7241,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-06",101.8018,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-07",101.8271,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-08",101.8018,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-09",101.7301,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-10",101.6198,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-11",101.48,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-12",101.3195,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-01",101.1468,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-02",100.9697,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-03",100.7948,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-04",100.6276,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-05",100.4684,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-06",100.3181,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-07",100.1792,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-08",100.0543,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-09",99.94617,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-10",99.85504,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-11",99.77879,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-12",99.7163,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-01",99.66953,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-02",99.64091,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-03",83.67368,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-04",56.62112,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-05",76.95913,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-06",87.19468,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-07",93.64516,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-08",95.28111,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-09",98.19922,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-10",100.0746,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-11",100.1555,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-12",100.2249,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2021-01",100.2793,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2021-02",100.3179,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2021-03",100.3416,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2021-04",100.3536,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2021-05",100.3563,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2021-06",100.3506,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2021-07",100.3363,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2021-08",100.3135,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2021-09",100.284,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2021-10",100.2511,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2021-11",100.217,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2021-12",100.1828,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-01",99.93263,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-02",99.83507,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-03",99.73187,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-04",99.64204,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-05",99.58798,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-06",99.59259,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-07",99.65993,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-08",99.78221,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-09",99.94894,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-10",100.1453,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-11",100.3647,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2005-12",100.6024,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-01",100.8424,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-02",101.0685,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-03",101.2705,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-04",101.4465,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-05",101.5933,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-06",101.7242,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-07",101.8536,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-08",101.9969,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-09",102.1558,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-10",102.33,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-11",102.5123,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2006-12",102.6912,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-01",102.8534,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-02",102.9976,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-03",103.1219,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-04",103.2215,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-05",103.2885,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-06",103.3031,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-07",103.2542,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-08",103.1488,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-09",103.0047,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-10",102.8317,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-11",102.6268,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2007-12",102.3964,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-01",102.1466,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-02",101.8704,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-03",101.5515,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-04",101.1679,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-05",100.6955,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-06",100.1197,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-07",99.44371,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-08",98.67726,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-09",97.83003,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-10",96.94196,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-11",96.10287,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2008-12",95.41292,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-01",94.94915,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-02",94.73753,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-03",94.79622,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-04",95.11285,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-05",95.63717,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-06",96.2979,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-07",97.02734,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-08",97.76946,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-09",98.48007,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-10",99.11361,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-11",99.64281,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2009-12",100.0568,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-01",100.3693,
